,State,Abbreviation,Number,URL,Bill ID,Doc ID,Bill Text
316,US,US,HB216,https://legiscan.com/US/bill/HB216/2023,1650772,,
317,US,US,HB429,https://legiscan.com/US/bill/HB429/2023,1674808,,
318,US,US,HR115,https://legiscan.com/US/bill/HR115/2023,1702925,,
319,US,US,SB187,https://legiscan.com/US/bill/SB187/2023,1689600,,
320,US,US,SR53,https://legiscan.com/US/bill/SR53/2023,1703088,,
321,US,US,SB457,https://legiscan.com/US/bill/SB457/2023,1710145,,
322,US,US,HB734,https://legiscan.com/US/bill/HB734/2023,1691551,,
323,Utah,UT,HB0132,https://legiscan.com/UT/bill/HB0132/2023,1640216,,
324,Utah,UT,HB0228,https://legiscan.com/UT/bill/HB0228/2023,1663256,,
325,Utah,UT,HB0329,https://legiscan.com/UT/bill/HB0329/2023,1685927,,
326,Utah,UT,SB0016,https://legiscan.com/UT/bill/SB0016/2023,1639439,,
327,Utah,UT,SB0093,https://legiscan.com/UT/bill/SB0093/2023,1655543,,
328,Utah,UT,SB0100,https://legiscan.com/UT/bill/SB0100/2023,1660611,,
329,Utah,UT,SB0283,https://legiscan.com/UT/bill/SB0283/2023,1719813,,
330,Vermont,VT,H0183,https://legiscan.com/VT/bill/H0183/2023,1696021,,
331,Virginia,VA,HB1387,https://legiscan.com/VA/bill/HB1387/2023,1633355,,
332,Virginia,VA,HB1399,https://legiscan.com/VA/bill/HB1399/2023,1634331,,
333,Virginia,VA,HB1707,https://legiscan.com/VA/bill/HB1707/2023,1648990,,
334,Virginia,VA,HB2432,https://legiscan.com/VA/bill/HB2432/2023,1668262,,
335,Virginia,VA,SB1186,https://legiscan.com/VA/bill/SB1186/2023,1651821,,
336,Virginia,VA,SB1203,https://legiscan.com/VA/bill/SB1203/2023,1651270,,
337,Virginia,VA,SB791,https://legiscan.com/VA/bill/SB791/2023,1634198,,
338,Virginia,VA,SB911,https://legiscan.com/VA/bill/SB911/2023,1645224,,
339,Virginia,VA,SB960,https://legiscan.com/VA/bill/SB960/2023,1645401,,
340,Virginia,VA,SB962,https://legiscan.com/VA/bill/SB962/2023,1645539,,
341,Washington,WA,HB1214,https://legiscan.com/WA/bill/HB1214/2023,1649602,,
342,Washington,WA,HB1233,https://legiscan.com/WA/bill/HB1233/2023,1651385,,
343,West Virginia,WV,HB2007,https://legiscan.com/WV/bill/HB2007/2023,1656233,,
344,West Virginia,WV,HB2125,https://legiscan.com/WV/bill/HB2125/2023,1652949,,
345,West Virginia,WV,HB2923,https://legiscan.com/WV/bill/HB2923/2023,1675099,,
346,West Virginia,WV,HB2972,https://legiscan.com/WV/bill/HB2972/2023,1677516,,
347,West Virginia,WV,HB2998,https://legiscan.com/WV/bill/HB2998/2023,1677244,,
348,West Virginia,WV,HB3001,https://legiscan.com/WV/bill/HB3001/2023,1677283,,
349,West Virginia,WV,HB3097,https://legiscan.com/WV/bill/HB3097/2023,1684087,,
350,West Virginia,WV,HB3176,https://legiscan.com/WV/bill/HB3176/2023,1687773,,
351,West Virginia,WV,HB3183,https://legiscan.com/WV/bill/HB3183/2023,1687837,,
352,West Virginia,WV,SB103,https://legiscan.com/WV/bill/SB103/2023,1654276,,
353,West Virginia,WV,SB252,https://legiscan.com/WV/bill/SB252/2023,1660627,,
354,West Virginia,WV,SB278,https://legiscan.com/WV/bill/SB278/2023,1665023,,
355,West Virginia,WV,SB517,https://legiscan.com/WV/bill/SB517/2023,1685161,,
356,West Virginia,WV,SB692,https://legiscan.com/WV/bill/SB692/2023,1715006,,
357,West Virginia,WV,SB697,https://legiscan.com/WV/bill/SB697/2023,1714924,,
358,Wisconsin,WI,SB4,https://legiscan.com/WI/bill/SB4/2023,1684388,,
359,Wyoming,WY,HB0187,https://legiscan.com/WY/bill/HB0187/2023,1665849,,
360,Wyoming,WY,HB0234,https://legiscan.com/WY/bill/HB0234/2023,1678759,,
361,Wyoming,WY,SF0111,https://legiscan.com/WY/bill/SF0111/2023,1657238,,
362,Wyoming,WY,SF0117,https://legiscan.com/WY/bill/SF0117/2023,1659337,,
363,Wyoming,WY,SF0133,https://legiscan.com/WY/bill/SF0133/2023,1664608,,
364,Wyoming,WY,SF0144,https://legiscan.com/WY/bill/SF0144/2023,1672878,,
365,Wyoming,WY,SF0159,https://legiscan.com/WY/bill/SF0159/2023,1676316,,
