,State,Abbreviation,Number,URL,Bill ID,Doc ID,Bill Text
275,Tennessee,TN,SB0001,https://legiscan.com/TN/bill/SB0001/2023,1631978,2612108.0,
276,Tennessee,TN,SB0003,https://legiscan.com/TN/bill/SB0003/2023,1631974,2612104.0,
277,Tennessee,TN,SB0005,https://legiscan.com/TN/bill/SB0005/2023,1633360,2613440.0,
278,Tennessee,TN,SB0466,https://legiscan.com/TN/bill/SB0466/2023,1679613,2662269.0,
279,Tennessee,TN,SB0596,https://legiscan.com/TN/bill/SB0596/2023,1681989,2664909.0,
280,Tennessee,TN,SB0603,https://legiscan.com/TN/bill/SB0603/2023,1680965,2663819.0,
281,Tennessee,TN,SB0620,https://legiscan.com/TN/bill/SB0620/2023,1682053,2664963.0,
282,Tennessee,TN,SB1237,https://legiscan.com/TN/bill/SB1237/2023,1688754,2673341.0,
283,Tennessee,TN,SB1440,https://legiscan.com/TN/bill/SB1440/2023,1690945,2676142.0,
284,Texas,TX,HB1029,https://legiscan.com/TX/bill/HB1029/2023,1639196,2619429.0,
285,Texas,TX,HB1155,https://legiscan.com/TX/bill/HB1155/2023,1641417,2621766.0,
286,Texas,TX,HB122,https://legiscan.com/TX/bill/HB122/2023,1632554,2612692.0,
287,Texas,TX,HB1266,https://legiscan.com/TX/bill/HB1266/2023,1653418,2633719.0,
288,Texas,TX,HB1532,https://legiscan.com/TX/bill/HB1532/2023,1675498,2658134.0,
289,Texas,TX,HB1541,https://legiscan.com/TX/bill/HB1541/2023,1676235,2658911.0,
290,Texas,TX,HB1686,https://legiscan.com/TX/bill/HB1686/2023,1682140,2665036.0,
291,Texas,TX,HB1752,https://legiscan.com/TX/bill/HB1752/2023,1683641,2667131.0,
292,Texas,TX,HB1952,https://legiscan.com/TX/bill/HB1952/2023,1696022,2683056.0,
293,Texas,TX,HB2116,https://legiscan.com/TX/bill/HB2116/2023,1701690,2690579.0,
294,Texas,TX,HB23,https://legiscan.com/TX/bill/HB23/2023,1632709,2612832.0,
295,Texas,TX,HB319,https://legiscan.com/TX/bill/HB319/2023,1633160,2613242.0,
296,Texas,TX,HB41,https://legiscan.com/TX/bill/HB41/2023,1632603,2612736.0,
297,Texas,TX,HB42,https://legiscan.com/TX/bill/HB42/2023,1632625,2612753.0,
298,Texas,TX,HB436,https://legiscan.com/TX/bill/HB436/2023,1633139,2613223.0,
299,Texas,TX,HB631,https://legiscan.com/TX/bill/HB631/2023,1633284,2613783.0,
300,Texas,TX,HB643,https://legiscan.com/TX/bill/HB643/2023,1632815,2612929.0,
301,Texas,TX,HB672,https://legiscan.com/TX/bill/HB672/2023,1632618,2612747.0,
302,Texas,TX,HB708,https://legiscan.com/TX/bill/HB708/2023,1633387,2613468.0,
303,Texas,TX,HB776,https://legiscan.com/TX/bill/HB776/2023,1633823,2614101.0,
304,Texas,TX,HB888,https://legiscan.com/TX/bill/HB888/2023,1637198,2617444.0,
305,Texas,TX,SB1029,https://legiscan.com/TX/bill/SB1029/2023,1713329,2707852.0,
306,Texas,TX,SB162,https://legiscan.com/TX/bill/SB162/2023,1632730,2612852.0,
307,Texas,TX,SB249,https://legiscan.com/TX/bill/SB249/2023,1634103,2614453.0,
308,Texas,TX,SB250,https://legiscan.com/TX/bill/SB250/2023,1634122,2614466.0,
309,Texas,TX,SB393,https://legiscan.com/TX/bill/SB393/2023,1655824,2638282.0,
310,Texas,TX,SB476,https://legiscan.com/TX/bill/SB476/2023,1663682,2647122.0,
311,Texas,TX,SB625,https://legiscan.com/TX/bill/SB625/2023,1683132,2667117.0,
312,Texas,TX,SB649,https://legiscan.com/TX/bill/SB649/2023,1684606,2668117.0,
313,Texas,TX,SCR3,https://legiscan.com/TX/bill/SCR3/2023,1634117,2614462.0,
314,Texas,TX,SB1082,https://legiscan.com/TX/bill/SB1082/2023,1717754,2712752.0,
315,Texas,TX,HB2722,https://legiscan.com/TX/bill/HB2722/2023,1719589,2715565.0,
316,US,US,HB216,https://legiscan.com/US/bill/HB216/2023,1650772,2654610.0,
317,US,US,HB429,https://legiscan.com/US/bill/HB429/2023,1674808,2674746.0,
318,US,US,HR115,https://legiscan.com/US/bill/HR115/2023,1702925,2692544.0,
319,US,US,SB187,https://legiscan.com/US/bill/SB187/2023,1689600,2696929.0,
320,US,US,SR53,https://legiscan.com/US/bill/SR53/2023,1703088,2696872.0,
321,US,US,SB457,https://legiscan.com/US/bill/SB457/2023,1710145,,
322,US,US,HB734,https://legiscan.com/US/bill/HB734/2023,1691551,2713571.0,
323,Utah,UT,HB0132,https://legiscan.com/UT/bill/HB0132/2023,1640216,2620550.0,
324,Utah,UT,HB0228,https://legiscan.com/UT/bill/HB0228/2023,1663256,2645035.0,
325,Utah,UT,HB0329,https://legiscan.com/UT/bill/HB0329/2023,1685927,2669744.0,
326,Utah,UT,SB0016,https://legiscan.com/UT/bill/SB0016/2023,1639439,2619414.0,
327,Utah,UT,SB0093,https://legiscan.com/UT/bill/SB0093/2023,1655543,2636041.0,
328,Utah,UT,SB0100,https://legiscan.com/UT/bill/SB0100/2023,1660611,2642492.0,
329,Utah,UT,SB0283,https://legiscan.com/UT/bill/SB0283/2023,1719813,2715753.0,
330,Vermont,VT,H0183,https://legiscan.com/VT/bill/H0183/2023,1696021,2683055.0,
331,Virginia,VA,HB1387,https://legiscan.com/VA/bill/HB1387/2023,1633355,2613416.0,
332,Virginia,VA,HB1399,https://legiscan.com/VA/bill/HB1399/2023,1634331,2614708.0,
333,Virginia,VA,HB1707,https://legiscan.com/VA/bill/HB1707/2023,1648990,2629044.0,
334,Virginia,VA,HB2432,https://legiscan.com/VA/bill/HB2432/2023,1668262,2650066.0,
335,Virginia,VA,SB1186,https://legiscan.com/VA/bill/SB1186/2023,1651821,2631772.0,
336,Virginia,VA,SB1203,https://legiscan.com/VA/bill/SB1203/2023,1651270,2631317.0,
337,Virginia,VA,SB791,https://legiscan.com/VA/bill/SB791/2023,1634198,2614535.0,
338,Virginia,VA,SB911,https://legiscan.com/VA/bill/SB911/2023,1645224,2625328.0,
339,Virginia,VA,SB960,https://legiscan.com/VA/bill/SB960/2023,1645401,2625489.0,
340,Virginia,VA,SB962,https://legiscan.com/VA/bill/SB962/2023,1645539,2625607.0,
341,Washington,WA,HB1214,https://legiscan.com/WA/bill/HB1214/2023,1649602,2629675.0,
342,Washington,WA,HB1233,https://legiscan.com/WA/bill/HB1233/2023,1651385,2631417.0,
343,West Virginia,WV,HB2007,https://legiscan.com/WV/bill/HB2007/2023,1656233,2637391.0,
344,West Virginia,WV,HB2125,https://legiscan.com/WV/bill/HB2125/2023,1652949,2633247.0,
345,West Virginia,WV,HB2923,https://legiscan.com/WV/bill/HB2923/2023,1675099,2657743.0,
346,West Virginia,WV,HB2972,https://legiscan.com/WV/bill/HB2972/2023,1677516,2659944.0,
347,West Virginia,WV,HB2998,https://legiscan.com/WV/bill/HB2998/2023,1677244,2659710.0,
348,West Virginia,WV,HB3001,https://legiscan.com/WV/bill/HB3001/2023,1677283,2659743.0,
349,West Virginia,WV,HB3097,https://legiscan.com/WV/bill/HB3097/2023,1684087,2667500.0,
350,West Virginia,WV,HB3176,https://legiscan.com/WV/bill/HB3176/2023,1687773,2671824.0,
351,West Virginia,WV,HB3183,https://legiscan.com/WV/bill/HB3183/2023,1687837,2671885.0,
352,West Virginia,WV,SB103,https://legiscan.com/WV/bill/SB103/2023,1654276,2634541.0,
353,West Virginia,WV,SB252,https://legiscan.com/WV/bill/SB252/2023,1660627,2642505.0,
354,West Virginia,WV,SB278,https://legiscan.com/WV/bill/SB278/2023,1665023,2647262.0,
355,West Virginia,WV,SB517,https://legiscan.com/WV/bill/SB517/2023,1685161,2668954.0,
356,West Virginia,WV,SB692,https://legiscan.com/WV/bill/SB692/2023,1715006,2708885.0,
357,West Virginia,WV,SB697,https://legiscan.com/WV/bill/SB697/2023,1714924,2708808.0,
358,Wisconsin,WI,SB4,https://legiscan.com/WI/bill/SB4/2023,1684388,2667885.0,
359,Wyoming,WY,HB0187,https://legiscan.com/WY/bill/HB0187/2023,1665849,2647682.0,
360,Wyoming,WY,HB0234,https://legiscan.com/WY/bill/HB0234/2023,1678759,2661428.0,
361,Wyoming,WY,SF0111,https://legiscan.com/WY/bill/SF0111/2023,1657238,2638685.0,
362,Wyoming,WY,SF0117,https://legiscan.com/WY/bill/SF0117/2023,1659337,2641044.0,
363,Wyoming,WY,SF0133,https://legiscan.com/WY/bill/SF0133/2023,1664608,2646389.0,
364,Wyoming,WY,SF0144,https://legiscan.com/WY/bill/SF0144/2023,1672878,2655044.0,
365,Wyoming,WY,SF0159,https://legiscan.com/WY/bill/SF0159/2023,1676316,2658991.0,
